Player,Team,Match Up,Game Date,Season,W/L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,PF,+/-
Olivia Nelson-Ododa,CON,CON @ GS,06/23/2025,2025,L,23,4,0,5,0.0,0,0,0.0,4,6,66.7,1,5,6,3,0,5,1,5,-2
Chloe Bibby,GS,GS vs. CON,06/23/2025,2025,W,20,11,4,11,36.4,3,7,42.9,0,0,0.0,1,3,4,2,2,0,0,2,-6
NaLyssa Smith,DAL,DAL @ WSH,06/22/2025,2025,L,32,7,3,7,42.9,0,1,0.0,1,2,50.0,2,7,9,1,1,4,2,5,-6
Arike Ogunbowale,DAL,DAL @ WSH,06/22/2025,2025,L,41,27,8,20,40.0,3,9,33.3,8,9,88.9,1,0,1,3,1,0,2,1,-3
Paige Bueckers,DAL,DAL @ WSH,06/22/2025,2025,L,40,20,7,17,41.2,1,4,25.0,5,5,100.0,3,6,9,7,1,1,3,5,+6
Myisha Hines-Allen,DAL,DAL @ WSH,06/22/2025,2025,L,22,0,0,1,0.0,0,1,0.0,0,0,0.0,0,1,1,3,1,0,2,3,-24
Maya Caldwell,ATL,ATL vs. CHI,06/22/2025,2025,W,4,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,-4
Shakira Austin,WSH,WSH vs. DAL,06/22/2025,2025,W,30,21,7,16,43.8,0,0,0.0,7,8,87.5,4,3,7,2,1,1,3,3,+22
Taylor Thierry,ATL,ATL vs. CHI,06/22/2025,2025,W,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0
Shey Peddy,LA,LA @ MIN,06/22/2025,2025,L,19,6,2,5,40.0,1,4,25.0,1,1,100.0,0,1,1,1,2,0,1,3,-11
Emma Cannon,LA,LA @ MIN,06/22/2025,2025,L,12,3,1,3,33.3,0,2,0.0,1,2,50.0,2,1,3,1,0,0,0,2,+7
Liatu King,LA,LA @ MIN,06/22/2025,2025,L,9,2,1,3,33.3,0,1,0.0,0,0,0.0,1,1,2,0,0,0,0,0,+11
Mercedes Russell,LA,LA @ MIN,06/22/2025,2025,L,7,2,0,0,0.0,0,0,0.0,2,2,100.0,0,1,1,0,0,0,0,0,-2
Sarah Ashlee Barker,LA,LA @ MIN,06/22/2025,2025,L,23,5,2,8,25.0,1,6,16.7,0,0,0.0,0,0,0,1,0,0,1,2,-4
Diamond Miller,MIN,MIN vs. LA,06/22/2025,2025,W,10,4,1,1,100.0,0,0,0.0,2,2,100.0,1,0,1,0,0,1,3,2,-7
Alissa Pili,MIN,MIN vs. LA,06/22/2025,2025,W,19,5,2,5,40.0,1,2,50.0,0,0,0.0,1,3,4,0,1,0,1,1,+5
Anastasiia Olairi Kosu,MIN,MIN vs. LA,06/22/2025,2025,W,1,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,-1
Karlie Samuelson,MIN,MIN vs. LA,06/22/2025,2025,W,15,1,0,1,0.0,0,1,0.0,1,2,50.0,1,3,4,0,0,0,2,1,+9
Natisha Hiedeman,MIN,MIN vs. LA,06/22/2025,2025,W,17,4,2,6,33.3,0,2,0.0,0,0,0.0,0,2,2,6,1,0,2,0,+10
Angel Reese,CHI,CHI @ ATL,06/22/2025,2025,L,33,10,3,11,27.3,0,1,0.0,4,4,100.0,2,17,19,4,3,1,3,4,-13
Rachel Banham,CHI,CHI @ ATL,06/22/2025,2025,L,32,10,2,5,40.0,2,5,40.0,4,4,100.0,0,0,0,4,0,0,0,2,-9
Rebecca Allen,CHI,CHI @ ATL,06/22/2025,2025,L,26,4,2,4,50.0,0,0,0.0,0,0,0.0,0,1,1,0,0,1,0,3,-1
Elizabeth Williams,CHI,CHI @ ATL,06/22/2025,2025,L,22,16,8,12,66.7,0,0,0.0,0,0,0.0,1,4,5,1,1,2,0,0,-11
Kia Nurse,CHI,CHI @ ATL,06/22/2025,2025,L,12,0,0,2,0.0,0,1,0.0,0,0,0.0,2,0,2,2,0,0,2,0,-6
Brionna Jones,ATL,ATL vs. CHI,06/22/2025,2025,W,29,13,5,13,38.5,0,1,0.0,3,4,75.0,5,6,11,1,1,2,3,2,+15
Rhyne Howard,ATL,ATL vs. CHI,06/22/2025,2025,W,35,22,7,17,41.2,4,11,36.4,4,5,80.0,0,3,3,3,2,1,1,3,+18
Aziaha James,DAL,DAL @ WSH,06/22/2025,2025,L,37,11,3,9,33.3,2,4,50.0,3,4,75.0,1,5,6,1,2,1,3,3,+2
Naz Hillmon,ATL,ATL vs. CHI,06/22/2025,2025,W,26,12,3,6,50.0,2,4,50.0,4,6,66.7,1,5,6,4,1,0,3,2,+19
Brittney Sykes,WSH,WSH vs. DAL,06/22/2025,2025,W,39,8,1,8,12.5,0,1,0.0,6,9,66.7,0,1,1,4,0,0,0,5,+2
Skylar Diggins,SEA,SEA vs. NY,06/22/2025,2025,W,36,20,6,17,35.3,3,7,42.9,5,6,83.3,0,2,2,6,2,2,1,4,+6
Jewell Loyd,LV,LV vs. IND,06/22/2025,2025,W,34,10,5,11,45.5,0,4,0.0,0,0,0.0,1,4,5,5,1,0,1,2,+15
Erica Wheeler,SEA,SEA vs. NY,06/22/2025,2025,W,31,9,4,13,30.8,1,5,20.0,0,0,0.0,0,2,2,1,1,0,0,0,+8
Chelsea Gray,LV,LV vs. IND,06/22/2025,2025,W,35,18,8,12,66.7,2,5,40.0,0,0,0.0,1,2,3,3,2,0,4,0,+1
A'ja Wilson,LV,LV vs. IND,06/22/2025,2025,W,34,24,8,21,38.1,0,1,0.0,8,10,80.0,1,6,7,2,1,2,3,3,+4
Kiah Stokes,LV,LV vs. IND,06/22/2025,2025,W,19,0,0,2,0.0,0,0,0.0,0,0,0.0,1,5,6,1,0,0,1,0,-1
Sophie Cunningham,IND,IND @ LV,06/22/2025,2025,L,17,0,0,3,0.0,0,2,0.0,0,0,0.0,1,5,6,0,1,0,0,1,-12
Caitlin Clark,IND,IND @ LV,06/22/2025,2025,L,35,19,7,20,35.0,1,10,10.0,4,4,100.0,0,3,3,10,2,0,8,3,-15
Lexie Hull,IND,IND @ LV,06/22/2025,2025,L,36,7,3,6,50.0,1,2,50.0,0,0,0.0,3,3,6,3,2,0,0,4,-6
Kelsey Mitchell,IND,IND @ LV,06/22/2025,2025,L,35,20,8,13,61.5,3,6,50.0,1,3,33.3,1,1,2,2,1,1,2,0,-4
Aliyah Boston,IND,IND @ LV,06/22/2025,2025,L,33,26,12,19,63.2,0,2,0.0,2,2,100.0,2,8,10,3,0,0,0,5,-2
Sug Sutton,WSH,WSH vs. DAL,06/22/2025,2025,W,32,15,4,4,100.0,3,3,100.0,4,6,66.7,0,4,4,3,2,0,2,1,+18
Jackie Young,LV,LV vs. IND,06/22/2025,2025,W,27,19,6,15,40.0,0,3,0.0,7,7,100.0,4,3,7,7,3,1,3,4,+4
Ezi Magbegor,SEA,SEA vs. NY,06/22/2025,2025,W,28,6,2,9,22.2,0,1,0.0,2,2,100.0,5,3,8,2,3,1,1,1,+9
Jaylyn Sherrod,NY,NY @ SEA,06/22/2025,2025,L,14,8,2,4,50.0,1,3,33.3,3,3,100.0,0,3,3,3,2,0,0,2,-4
Sonia Citron,WSH,WSH vs. DAL,06/22/2025,2025,W,41,27,9,13,69.2,4,7,57.1,5,7,71.4,2,9,11,2,2,1,5,2,+1
Jade Melbourne,WSH,WSH vs. DAL,06/22/2025,2025,W,18,1,0,4,0.0,0,1,0.0,1,2,50.0,0,0,0,3,0,0,1,2,-6
Breanna Stewart,NY,NY @ SEA,06/22/2025,2025,L,37,18,6,14,42.9,0,2,0.0,6,7,85.7,2,7,9,7,0,2,5,1,-5
Nyara Sabally,NY,NY @ SEA,06/22/2025,2025,L,31,8,3,9,33.3,0,1,0.0,2,2,100.0,2,7,9,0,0,2,3,1,-5
Natasha Cloud,NY,NY @ SEA,06/22/2025,2025,L,34,5,2,7,28.6,1,4,25.0,0,0,0.0,2,3,5,8,2,0,6,1,-16
Marine Johannes,NY,NY @ SEA,06/22/2025,2025,L,36,17,7,13,53.8,3,9,33.3,0,0,0.0,0,5,5,1,1,1,4,1,-10
Nneka Ogwumike,SEA,SEA vs. NY,06/22/2025,2025,W,34,26,12,17,70.6,2,5,40.0,0,0,0.0,3,4,7,1,2,2,2,1,+8
Gabby Williams,SEA,SEA vs. NY,06/22/2025,2025,W,37,12,4,16,25.0,1,6,16.7,3,4,75.0,1,5,6,10,4,0,3,2,+10
Alysha Clark,SEA,SEA @ LV,06/21/2025,2025,W,28,2,0,4,0.0,0,3,0.0,2,2,100.0,2,4,6,2,2,0,0,4,+3
Aaliyah Nye,LV,LV vs. SEA,06/21/2025,2025,L,24,13,5,9,55.6,3,4,75.0,0,0,0.0,1,0,1,0,0,1,1,3,-1
Erica Wheeler,SEA,SEA @ LV,06/21/2025,2025,W,33,17,7,14,50.0,3,5,60.0,0,0,0.0,1,3,4,2,2,0,1,3,+8
Jackie Young,LV,LV vs. SEA,06/21/2025,2025,L,31,22,8,13,61.5,4,6,66.7,2,2,100.0,2,2,4,5,0,0,3,5,-9
Jewell Loyd,LV,LV vs. SEA,06/21/2025,2025,L,34,15,5,11,45.5,3,4,75.0,2,2,100.0,1,2,3,4,1,0,1,1,+2
Skylar Diggins,SEA,SEA @ LV,06/21/2025,2025,W,38,24,8,17,47.1,2,3,66.7,6,8,75.0,1,0,1,6,1,1,2,1,+12
Chelsea Gray,LV,LV vs. SEA,06/21/2025,2025,L,31,7,2,7,28.6,1,3,33.3,2,2,100.0,0,4,4,7,1,0,2,1,-5
A'ja Wilson,LV,LV vs. SEA,06/21/2025,2025,L,34,20,6,11,54.5,0,0,0.0,8,13,61.5,1,13,14,2,2,3,7,3,-8
Gabby Williams,SEA,SEA @ LV,06/21/2025,2025,W,38,18,6,15,40.0,3,6,50.0,3,4,75.0,3,9,12,4,0,0,1,2,+5
Kathryn Westbeld,PHX,PHX @ CHI,06/21/2025,2025,W,20,8,2,8,25.0,2,6,33.3,2,2,100.0,1,4,5,0,2,0,1,2,+16
Kitija Laksa,PHX,PHX @ CHI,06/21/2025,2025,W,28,11,3,8,37.5,3,7,42.9,2,3,66.7,0,1,1,3,1,0,2,2,+7
Nneka Ogwumike,SEA,SEA @ LV,06/21/2025,2025,W,34,25,11,16,68.8,3,4,75.0,0,0,0.0,4,8,12,3,2,1,2,3,+9
Hailey Van Lith,CHI,CHI vs. PHX,06/21/2025,2025,L,21,4,1,6,16.7,0,2,0.0,2,2,100.0,0,0,0,3,2,0,3,2,-11
Elizabeth Williams,CHI,CHI vs. PHX,06/21/2025,2025,L,19,8,4,6,66.7,0,0,0.0,0,0,0.0,1,2,3,1,1,0,1,0,-2
Maddy Westbeld,CHI,CHI vs. PHX,06/21/2025,2025,L,15,3,1,2,50.0,1,2,50.0,0,0,0.0,1,0,1,1,0,1,1,4,+4
Michaela Onyenwere,CHI,CHI vs. PHX,06/21/2025,2025,L,24,17,6,9,66.7,1,4,25.0,4,4,100.0,0,2,2,2,1,0,2,4,+1
Natasha Mack,PHX,PHX @ CHI,06/21/2025,2025,W,14,4,1,2,50.0,0,0,0.0,2,4,50.0,2,3,5,1,1,0,3,0,+2
Kalani Brown,PHX,PHX @ CHI,06/21/2025,2025,W,18,11,4,6,66.7,1,1,100.0,2,3,66.7,3,0,3,1,0,1,2,3,+3
Murjanatu Musa,PHX,PHX @ CHI,06/21/2025,2025,W,15,6,2,2,100.0,0,0,0.0,2,2,100.0,3,1,4,2,0,1,2,1,-11
Kia Nurse,CHI,CHI vs. PHX,06/21/2025,2025,L,23,10,3,9,33.3,2,7,28.6,2,2,100.0,0,3,3,0,2,0,1,2,-14
Rhyne Howard,ATL,ATL vs. WSH,06/20/2025,2025,W,37,13,3,11,27.3,1,7,14.3,6,6,100.0,1,4,5,6,0,0,0,4,+2
Naz Hillmon,ATL,ATL vs. WSH,06/20/2025,2025,W,18,8,3,7,42.9,2,4,50.0,0,0,0.0,0,3,3,0,1,0,0,1,+4
Laeticia Amihere,GS,GS vs. IND,06/20/2025,2025,W,19,10,3,6,50.0,0,0,0.0,4,8,50.0,1,2,3,3,1,4,0,2,+13
Brittney Griner,ATL,ATL vs. WSH,06/20/2025,2025,W,27,10,3,6,50.0,0,1,0.0,4,4,100.0,1,6,7,1,0,1,2,1,+2
Brianna Turner,IND,IND @ GS,06/20/2025,2025,L,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0
Allisha Gray,ATL,ATL vs. WSH,06/20/2025,2025,W,33,18,6,15,40.0,2,3,66.7,4,5,80.0,0,2,2,0,1,2,1,4,+3
Emily Engstler,WSH,WSH @ ATL,06/20/2025,2025,L,13,3,1,1,100.0,0,0,0.0,1,2,50.0,1,1,2,1,1,1,2,2,+11
Brionna Jones,ATL,ATL vs. WSH,06/20/2025,2025,W,22,14,4,6,66.7,1,2,50.0,5,6,83.3,2,2,4,6,1,0,1,3,-5
Jade Melbourne,WSH,WSH @ ATL,06/20/2025,2025,L,26,3,1,4,25.0,0,1,0.0,1,2,50.0,1,1,2,5,0,0,1,5,0
Tiffany Hayes,GS,GS vs. IND,06/20/2025,2025,W,32,14,4,9,44.4,0,2,0.0,6,6,100.0,0,3,3,5,1,0,1,3,+20
Sonia Citron,WSH,WSH @ ATL,06/20/2025,2025,L,37,17,7,14,50.0,2,7,28.6,1,1,100.0,0,3,3,3,1,0,1,1,+1
Brittney Sykes,WSH,WSH @ ATL,06/20/2025,2025,L,36,21,5,10,50.0,1,1,100.0,10,11,90.9,0,5,5,8,2,1,5,3,+2
Shakira Austin,WSH,WSH @ ATL,06/20/2025,2025,L,32,28,13,17,76.5,0,0,0.0,2,2,100.0,4,6,10,3,3,2,1,5,+16
Makayla Timpson,IND,IND @ GS,06/20/2025,2025,L,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0
Damiris Dantas,IND,IND @ GS,06/20/2025,2025,L,8,3,1,4,25.0,1,3,33.3,0,0,0.0,0,0,0,0,0,0,0,2,-7
Sydney Colson,IND,IND @ GS,06/20/2025,2025,L,13,5,2,3,66.7,1,2,50.0,0,0,0.0,0,1,1,2,1,0,1,2,-14
Sophie Cunningham,IND,IND @ GS,06/20/2025,2025,L,24,9,3,7,42.9,3,7,42.9,0,0,0.0,1,5,6,1,0,0,0,0,-14
Kayla Thornton,GS,GS vs. IND,06/20/2025,2025,W,20,16,5,11,45.5,5,8,62.5,1,4,25.0,2,4,6,0,1,0,1,4,+3
Veronica Burton,GS,GS vs. IND,06/20/2025,2025,W,32,11,2,11,18.2,1,6,16.7,6,6,100.0,0,5,5,3,0,1,0,0,+10
Chloe Bibby,GS,GS vs. IND,06/20/2025,2025,W,24,12,4,9,44.4,2,6,33.3,2,2,100.0,1,2,3,1,1,0,0,1,+25
Tina Charles,CON,CON vs. DAL,06/20/2025,2025,L,29,26,8,17,47.1,0,2,0.0,10,11,90.9,4,2,6,1,1,0,1,2,-2
Li Yueru,DAL,DAL @ CON,06/20/2025,2025,W,24,11,2,5,40.0,1,1,100.0,6,6,100.0,5,4,9,3,1,0,0,2,-5
Arike Ogunbowale,DAL,DAL @ CON,06/20/2025,2025,W,34,7,2,9,22.2,1,4,25.0,2,2,100.0,0,2,2,1,1,0,3,4,-5
Aneesah Morrow,CON,CON vs. DAL,06/20/2025,2025,L,19,10,3,6,50.0,0,0,0.0,4,5,80.0,3,4,7,3,0,1,0,4,-1
Saniya Rivers,CON,CON vs. DAL,06/20/2025,2025,L,28,8,3,10,30.0,2,4,50.0,0,2,0.0,3,1,4,2,3,2,3,5,0
Jacy Sheldon,CON,CON vs. DAL,06/20/2025,2025,L,24,10,4,4,100.0,2,2,100.0,0,0,0.0,0,1,1,2,0,0,0,5,-1
Marina Mabrey,CON,CON vs. DAL,06/20/2025,2025,L,29,8,2,10,20.0,1,6,16.7,3,4,75.0,0,3,3,6,0,1,2,2,-7
DiJonai Carrington,DAL,DAL @ CON,06/20/2025,2025,W,24,5,2,9,22.2,0,3,0.0,1,4,25.0,7,2,9,1,2,1,2,2,-1
Kaila Charles,DAL,DAL @ CON,06/20/2025,2025,W,14,9,4,8,50.0,1,3,33.3,0,1,0.0,1,0,1,1,0,0,1,2,0
Paige Bueckers,DAL,DAL @ CON,06/20/2025,2025,W,37,21,7,16,43.8,1,4,25.0,6,7,85.7,0,2,2,7,2,0,4,1,+7
Satou Sabally,PHX,PHX @ NY,06/19/2025,2025,W,28,15,4,18,22.2,0,8,0.0,7,9,77.8,1,8,9,0,1,0,4,3,0
Alyssa Thomas,PHX,PHX @ NY,06/19/2025,2025,W,27,18,6,10,60.0,0,0,0.0,6,9,66.7,6,9,15,7,2,0,1,2,+12
Monique Akoa Makani,PHX,PHX @ NY,06/19/2025,2025,W,28,21,8,12,66.7,0,4,0.0,5,5,100.0,1,0,1,6,0,0,2,3,+6
Sabrina Ionescu,NY,NY vs. PHX,06/19/2025,2025,L,35,16,3,16,18.8,1,10,10.0,9,9,100.0,1,5,6,6,3,0,5,1,-10
Sami Whitcomb,PHX,PHX @ NY,06/19/2025,2025,W,30,16,5,12,41.7,4,9,44.4,2,2,100.0,0,5,5,5,0,0,2,2,+8
Kitija Laksa,PHX,PHX @ NY,06/19/2025,2025,W,28,13,5,11,45.5,3,6,50.0,0,0,0.0,1,0,1,1,1,0,0,1,+17
Breanna Stewart,NY,NY vs. PHX,06/19/2025,2025,L,37,35,11,17,64.7,3,4,75.0,10,11,90.9,0,3,3,2,3,0,6,1,-2
Natasha Cloud,NY,NY vs. PHX,06/19/2025,2025,L,33,8,3,8,37.5,2,5,40.0,0,0,0.0,1,2,3,10,0,0,0,5,-2
Kennedy Burke,NY,NY vs. PHX,06/19/2025,2025,L,22,6,2,3,66.7,2,2,100.0,0,0,0.0,1,1,2,1,1,0,2,5,-5
Marine Johannes,NY,NY vs. PHX,06/19/2025,2025,L,22,6,3,8,37.5,0,5,0.0,0,0,0.0,0,2,2,0,1,1,0,2,-5
Ariel Atkins,CHI,CHI vs. WSH,06/18/2025,2025,L,34,10,4,9,44.4,0,1,0.0,2,2,100.0,0,2,2,7,2,4,2,2,-7
Kamilla Cardoso,CHI,CHI vs. WSH,06/18/2025,2025,L,29,18,8,13,61.5,0,0,0.0,2,5,40.0,6,4,10,1,1,1,2,2,+5
Brittney Sykes,WSH,WSH @ CHI,06/18/2025,2025,W,36,32,13,24,54.2,4,5,80.0,2,3,66.7,2,0,2,5,3,0,3,3,+13
Michaela Onyenwere,CHI,CHI vs. WSH,06/18/2025,2025,L,11,6,3,5,60.0,0,1,0.0,0,0,0.0,0,1,1,0,0,0,2,5,-10
Rachel Banham,CHI,CHI vs. WSH,06/18/2025,2025,L,15,0,0,3,0.0,0,2,0.0,0,0,0.0,1,0,1,1,3,0,0,4,-4
Kiah Stokes,LV,LV @ MIN,06/18/2025,2025,L,30,7,3,7,42.9,1,2,50.0,0,0,0.0,1,7,8,1,0,1,0,4,-3
Chelsea Gray,LV,LV @ MIN,06/18/2025,2025,L,33,9,2,9,22.2,0,4,0.0,5,7,71.4,1,1,2,6,2,0,3,2,-11
Jewell Loyd,LV,LV @ MIN,06/18/2025,2025,L,34,12,4,12,33.3,4,8,50.0,0,0,0.0,2,6,8,3,0,1,3,3,-7
Angel Reese,CHI,CHI vs. WSH,06/18/2025,2025,L,35,17,7,13,53.8,0,1,0.0,3,4,75.0,2,8,10,5,1,1,7,4,-7
Jackie Young,LV,LV @ MIN,06/18/2025,2025,L,31,9,3,13,23.1,1,3,33.3,2,2,100.0,1,2,3,6,0,0,4,5,-2
Jade Melbourne,WSH,WSH @ CHI,06/18/2025,2025,W,24,2,1,7,14.3,0,2,0.0,0,0,0.0,2,2,4,2,1,0,2,1,-8
Sonia Citron,WSH,WSH @ CHI,06/18/2025,2025,W,36,13,4,9,44.4,1,3,33.3,4,5,80.0,1,8,9,3,3,0,2,2,+21
Monique Billings,GS,GS @ DAL,06/18/2025,2025,L,34,18,7,13,53.8,2,3,66.7,2,6,33.3,1,7,8,0,1,2,1,1,-7
Shakira Austin,WSH,WSH @ CHI,06/18/2025,2025,W,27,9,4,8,50.0,0,1,0.0,1,2,50.0,2,7,9,2,2,4,4,0,+23
Bridget Carleton,MIN,MIN vs. LV,06/18/2025,2025,W,34,7,2,6,33.3,1,4,25.0,2,2,100.0,2,4,6,4,1,0,1,1,+13
Veronica Burton,GS,GS @ DAL,06/18/2025,2025,L,27,4,1,8,12.5,1,4,25.0,1,2,50.0,0,3,3,5,1,1,2,5,0
Stephanie Talbot,GS,GS @ DAL,06/18/2025,2025,L,21,0,0,3,0.0,0,2,0.0,0,0,0.0,0,2,2,4,1,0,1,2,+6
Kiki Iriafen,WSH,WSH @ CHI,06/18/2025,2025,W,27,8,3,8,37.5,0,0,0.0,2,4,50.0,3,3,6,1,1,0,4,4,+12
DiJonai Carrington,DAL,DAL vs. GS,06/18/2025,2025,W,22,8,1,9,11.1,1,5,20.0,5,6,83.3,3,1,4,4,2,0,3,2,+16
Kaila Charles,DAL,DAL vs. GS,06/18/2025,2025,W,24,10,2,6,33.3,1,2,50.0,5,6,83.3,4,1,5,4,3,1,0,4,+21
Paige Bueckers,DAL,DAL vs. GS,06/18/2025,2025,W,39,20,9,18,50.0,0,5,0.0,2,2,100.0,0,4,4,2,4,2,3,3,+11
Arike Ogunbowale,DAL,DAL vs. GS,06/18/2025,2025,W,36,19,7,19,36.8,3,8,37.5,2,2,100.0,1,4,5,6,3,1,1,3,+6
Myisha Hines-Allen,DAL,DAL vs. GS,06/18/2025,2025,W,28,9,4,6,66.7,0,1,0.0,1,3,33.3,2,4,6,2,0,2,2,1,-1
Tiffany Hayes,GS,GS @ DAL,06/18/2025,2025,L,22,10,3,10,30.0,2,4,50.0,2,2,100.0,1,1,2,1,0,0,1,0,-19
Kierstan Bell,LV,LV @ MIN,06/18/2025,2025,L,12,5,2,5,40.0,1,2,50.0,0,0,0.0,0,3,3,0,1,0,1,1,-4
Kayla Thornton,GS,GS @ DAL,06/18/2025,2025,L,35,17,5,11,45.5,2,6,33.3,5,6,83.3,0,5,5,0,1,1,4,3,-3
Alanna Smith,MIN,MIN vs. LV,06/18/2025,2025,W,31,10,4,8,50.0,0,2,0.0,2,4,50.0,7,6,13,3,0,2,3,4,+11
Saniya Rivers,CON,CON vs. PHX,06/18/2025,2025,L,23,7,2,7,28.6,0,2,0.0,3,4,75.0,1,0,1,3,1,0,1,3,+2
Emma Cannon,LA,LA vs. SEA,06/18/2025,2025,L,16,2,1,2,50.0,0,0,0.0,0,0,0.0,2,6,8,1,0,0,1,1,-20
Sarah Ashlee Barker,LA,LA vs. SEA,06/18/2025,2025,L,34,12,4,11,36.4,4,5,80.0,0,0,0.0,1,6,7,1,0,0,2,2,-31
Shey Peddy,LA,LA vs. SEA,06/18/2025,2025,L,24,6,1,2,50.0,1,1,100.0,3,4,75.0,0,4,4,3,0,0,3,3,-5
Zia Cooke,SEA,SEA @ LA,06/18/2025,2025,W,14,5,2,7,28.6,1,3,33.3,0,0,0.0,1,0,1,2,1,0,1,1,+4
Lexie Brown,SEA,SEA @ LA,06/18/2025,2025,W,21,3,1,6,16.7,1,6,16.7,0,0,0.0,0,2,2,1,1,0,1,4,+11
Dominique Malonga,SEA,SEA @ LA,06/18/2025,2025,W,13,7,3,7,42.9,0,1,0.0,1,2,50.0,1,2,3,1,1,0,1,2,0
Mackenzie Holmes,SEA,SEA @ LA,06/18/2025,2025,W,5,0,0,1,0.0,0,0,0.0,0,0,0.0,0,1,1,0,0,0,0,0,+1
Kayla McBride,MIN,MIN vs. LV,06/18/2025,2025,W,36,8,3,12,25.0,0,5,0.0,2,2,100.0,1,0,1,2,2,0,0,1,+10
Liatu King,LA,LA vs. SEA,06/18/2025,2025,L,10,6,1,2,50.0,0,1,0.0,4,4,100.0,0,0,0,1,0,0,0,0,+1
Erica Wheeler,SEA,SEA @ LA,06/18/2025,2025,W,28,15,6,11,54.5,3,5,60.0,0,0,0.0,0,3,3,2,1,0,2,3,+9
Sania Feagin,LA,LA vs. SEA,06/18/2025,2025,L,11,0,0,4,0.0,0,2,0.0,0,0,0.0,0,1,1,1,0,3,2,2,-14
Aneesah Morrow,CON,CON vs. PHX,06/18/2025,2025,L,23,16,5,11,45.5,0,1,0.0,6,8,75.0,3,6,9,1,3,0,2,2,+3
Olivia Nelson-Ododa,CON,CON vs. PHX,06/18/2025,2025,L,23,10,4,6,66.7,0,0,0.0,2,4,50.0,4,10,14,1,0,3,1,2,-8
Courtney Williams,MIN,MIN vs. LV,06/18/2025,2025,W,32,20,8,23,34.8,2,5,40.0,2,4,50.0,1,3,4,5,3,2,1,1,+4
Bria Hartley,CON,CON vs. PHX,06/18/2025,2025,L,19,9,2,6,33.3,2,4,50.0,3,4,75.0,1,0,1,2,0,0,0,4,-5
Natisha Hiedeman,MIN,MIN vs. LV,06/18/2025,2025,W,25,12,5,12,41.7,0,3,0.0,2,2,100.0,1,5,6,3,0,0,0,1,+21
Alyssa Thomas,PHX,PHX @ CON,06/18/2025,2025,W,31,14,5,10,50.0,0,0,0.0,4,6,66.7,3,5,8,11,1,0,5,3,+4
Kathryn Westbeld,PHX,PHX @ CON,06/18/2025,2025,W,23,4,1,4,25.0,0,3,0.0,2,2,100.0,1,3,4,2,1,1,0,1,+14
Satou Sabally,PHX,PHX @ CON,06/18/2025,2025,W,29,12,3,11,27.3,1,5,20.0,5,6,83.3,4,11,15,1,1,1,1,2,+14
Kitija Laksa,PHX,PHX @ CON,06/18/2025,2025,W,23,11,4,10,40.0,2,6,33.3,1,1,100.0,0,2,2,0,0,1,1,1,-14
Lexi Held,PHX,PHX @ CON,06/18/2025,2025,W,20,14,5,6,83.3,2,2,100.0,2,2,100.0,1,1,2,0,2,0,2,0,+5
Marina Mabrey,CON,CON vs. PHX,06/18/2025,2025,L,37,8,2,11,18.2,1,5,20.0,3,3,100.0,0,2,2,7,0,2,2,3,-9
Marine Johannes,NY,NY vs. ATL,06/17/2025,2025,W,19,2,1,5,20.0,0,3,0.0,0,0,0.0,2,4,6,2,0,0,3,1,+23
Sabrina Ionescu,NY,NY vs. ATL,06/17/2025,2025,W,38,34,12,20,60.0,4,8,50.0,6,8,75.0,2,5,7,5,3,0,3,0,+11
Jonquel Jones,NY,NY vs. ATL,06/17/2025,2025,W,25,10,4,10,40.0,2,4,50.0,0,0,0.0,4,6,10,2,1,0,0,1,+8
Breanna Stewart,NY,NY vs. ATL,06/17/2025,2025,W,36,23,8,18,44.4,1,3,33.3,6,7,85.7,1,5,6,4,0,1,2,3,-2
Te-Hina Paopao,ATL,ATL @ NY,06/17/2025,2025,L,15,16,6,8,75.0,4,5,80.0,0,0,0.0,0,1,1,1,2,0,1,4,+3
Rhyne Howard,ATL,ATL @ NY,06/17/2025,2025,L,39,13,3,14,21.4,2,7,28.6,5,5,100.0,2,5,7,9,3,3,4,2,-2
Allisha Gray,ATL,ATL @ NY,06/17/2025,2025,L,36,14,5,12,41.7,2,4,50.0,2,2,100.0,1,4,5,5,0,0,0,3,+1
Brionna Jones,ATL,ATL @ NY,06/17/2025,2025,L,27,13,5,7,71.4,1,2,50.0,2,2,100.0,1,2,3,3,0,1,2,3,-4
Brittney Griner,ATL,ATL @ NY,06/17/2025,2025,L,23,9,4,7,57.1,1,1,100.0,0,0,0.0,1,1,2,0,0,2,1,2,0
Natasha Cloud,NY,NY vs. ATL,06/17/2025,2025,W,29,7,2,7,28.6,0,1,0.0,3,3,100.0,0,1,1,5,1,0,1,3,-4
Olivia Nelson-Ododa,CON,CON @ IND,06/17/2025,2025,L,17,14,6,8,75.0,0,0,0.0,2,2,100.0,5,3,8,0,0,0,2,3,-9
